index,Total_assets,Total_liabilities,Equity,Liquid_assets,Deposits_and_short-term_funding,Long-term_funding,Net_income,Interbank_assets,Interbank_liabilities,Return_on_average_equity_(ROAE),Wholesale_funding,Growth_in_total_assets,Impaired_loans_/_Gross_customer_loans_&_advances,Loan_loss_reserves_/_Impaired_loans,Customer_loans_&_advances_/_Total_assets,Net_charge_offs_(NCOs)_/_Average_gross_customer_loans_&_advances,Unreserved_impaired_loans_/_Total_equity,Total_Common_Equity_/_Core_Tier_1,Total_Capital,Exchange_rate_from_original_currency,Gross_loans_&_advances_to_customers,Wholesale_funding_/_Total_funding_excluding_derivatives,Loans_&_advances_to_customers_/_Total_deposits_&_other_interest-bearing_liabilities,Financial_assets:_Available_for_sale_(AFS),Total_Earning_Assets,Unadjusted_leverage_ratio_(computed),Tier_1_Ratio,Interest_Expense,Tier_1_Capital,Long-term_borrowings_and_debt_securities_at_historical_cost_>_1_year,Impaired_/_Non-performing_loans_to_customers,Other_reserves,Interest_expense_on_customer_deposits,Interest_expense_/_average_interest_bearing_liabilities,Interest_expense_on_customer_deposits_/_Average_customer_deposits,Total_capital_adequacy_ratio,Interest_income_/_average_interest_earning_assets,Interest_income_on_bank_loans_(including_central_banks),Other_administrative_expenses,Interest_income_on_loans_/_Average_gross_customer_loans_&_advances,Other_interest_income,Effective_tax_rate,Total_net_trading_income_(losses)_and_fair_value_(FV)_gains_(losses),Savings_deposits,Total_equity_/_Risk-weighted_assets_(RWAs),Growth_in_net_customer_loans_&_advances,Net_loans_&_advances_to_customers,Net_gains_(losses)_on_other_securities_(including_FV_through_OCI),Customer_deposits_/_Total_funding_excluding_derivatives,Operating_revenue_after_impairments,Net_interest_income_(expenses)_/_Average_total_assets,Liquid_assets_(including_available_for_sale_&_held_to_maturity)_/_Total_assets,Impaired_loans_+_foreclosed_assets_/_gross_customer_loans_&_advances_+_foreclosed_assets,Financial_assets:_Held_to_maturity_(HTM),Risk_weighted_asset_intensity_(RWA_/_Total_Assets),Minimum_risk_assets,Gross_loans_&_advances_to_customers_/_Customer_deposits,Number_of_employees,Net_interest_margin_(average_interest_earning_assets),Loans_&_advances_to_customers_/_Deposits_&_short-term_funding,Profit_attributable_to_group_equity_holders,Interest_income_on_customer_loans_&_advances,Total_other_earning_assets,Total_equity_/_Total_liabilities_excluding_hybrid_capital_and_subordinated_liabilities,Capital_funds_/_Total_assets,Growth_in_gross_customer_loans_&advances,Capital_funds_/_Net_loans_&_advances_to_customers,Time_deposits,Non-interest_income_/_Operating_revenues,Net_interest_margin_(interest_earning_assets),rank_next_quarter
0,3267963000,2958911000,309052000,1430521000,2624165000,61064000,11712000,413192000,204907000,15.291714,306232000,2.061905,0.758617,235.989626,33.605032,0.098235,-3.732705,273551000,279218000,1,1118219000,11.05182,39.065321,217599000,2534217000,5.762692,17.26,10861000,273554000,60804000,8483000,-14748000,8374000,1.564794,1.41717,18.44,5.254691,5066000,8508000,6.374062,5527000,22.272365,7459000,1377338000,20.754588,-0.67471,1098200000,-862000,85.857278,33176000,2.69803,56.406636,0.776896,412827000,45.565938,501962000,47.0038,221852,4.099081,41.849503,11714000,17876000,1436017000,10.445707,9.464979,-0.635789,28.165362,166861000,38.375508,4.075043,1
1,2518290000,2285819000,232471000,654595000,2205006000,9412000,8288000,60553000,166334000,14.479385,224261000,4.125767,0.493704,244.233776,40.652705,0.078093,-3.174159,185410000,190730000,1,1036248000,10.09498,45.646262,145830000,2034783000,5.289938,13.35,6015000,185410000,7898000,5116000,-15862000,4413000,1.094892,0.881315,14.35,4.196296,1921000,6173000,5.267481,1064000,10.785791,2237000,1446259000,21.063605,0.07527,1023753000,-201000,89.585777,20869000,2.535409,50.788789,0.520872,624414000,43.82585,345468000,52.068656,139438,3.329806,46.428581,8288000,13642000,1011030000,10.176881,9.291424,0.059287,22.855611,62510000,28.229358,3.374619,1
2,1721547000,1553334000,168213000,709303000,1404155000,34899000,4604000,101324000,91661000,11.055415,159092000,-2.55865,0.701375,361.718388,34.854059,0.185946,-6.718268,151724000,167065000,1,615648000,10.874672,40.397669,226795000,1325202000,5.627266,15.88,9826000,153853000,24399000,4318000,-28625000,7971000,2.587202,2.45424,18.02,6.430649,2885000,3620000,7.970681,2765000,26.846704,3254000,162628000,16.199338,-1.476792,600029000,-13000,87.49131,15518000,2.693576,56.195736,0.703955,258133000,60.31751,293563000,48.098928,191081,3.891964,42.732391,4527000,12356000,725173000,10.902858,10.380954,-1.41698,29.78406,97270000,32.375633,3.960276,1
3,1687507000,1524982000,162525000,383488000,1434991000,40805000,6020000,69079000,24177000,14.864427,84888000,-1.748091,0.745039,193.387574,52.993084,0.066338,-3.884325,141504000,155163000,1,907335000,5.72889,60.205919,139822000,1475567000,5.934707,12.24,4191000,141504000,29769000,6760000,-10177000,3298000,1.10903,0.94443,14.28,4.827658,1138000,3825000,5.68792,1037000,16.493272,939000,409745000,16.501714,-0.727452,894262000,-3000,93.869086,18198000,3.24249,39.148578,0.768443,277147000,58.364067,133648000,65.233286,209680,3.963974,62.3183,6017000,12947000,581305000,10.735191,10.285054,-0.690858,19.408294,96451000,29.040053,3.999391,3
4,1440690618,1357127927,83562691.76,678404823.3,1085578317,134000356.7,1181969.336,234407979.3,128401318.6,5.669565,409600938.6,0.560931,0.312223,240.890538,44.426703,0.054988,-3.394907,61510222.16,79220336.65,0.747136,644901745.6,32.651102,48.615932,53639890.31,1394816461,4.176095,17.5,7712686.126,69547912.5,125529327.4,2013531.833,-2854059.963,5823926.024,2.332609,2.869081,19.9,3.881957,1065416.101,3014694.228,5.477417,0,42.201426,-178565.5317,553311823.4,21.037386,0.693132,640051337.9,-747.136116,64.566907,7821020.863,1.608607,46.767903,0.312223,253806621.4,27.570835,5220987.179,79.619688,99999,1.96856,58.959481,1119957.038,8800516.311,754765122.9,6.195993,6.388167,0.694931,14.379115,113011061.8,30.695465,1.955352,1
5,1444228308,1363687782,80540526.17,794807883,1010687634,128671034.8,2401295.477,315197301.8,223253984.2,11.905137,458633240.5,0.82411,0.30684,155.444402,43.609608,0.025583,-1.336747,58317709.54,72052312.76,0.747136,632840727.3,39.344257,50.18446,73204396.65,1283845828,3.550577,13.9,9813632.884,63773297.46,120056555.3,1941806.766,0,5806741.894,3.09883,3.396688,15.7,4.471345,1173750.838,1580940.022,4.736198,3560850.729,39.835268,1161796.66,56406535.35,17.549695,0.619486,629822297.4,39598.21415,58.396631,9703803.875,1.288648,43.017218,0.30684,57571320.56,31.776718,64460662.68,92.965637,92662,1.723362,62.316217,2366927.216,7469119.752,654023530.4,5.943629,6.173193,0.645445,14.155581,248196376.3,54.127219,1.719531,3
6,1026892269,970295961.1,56596307.93,426287476.6,704721945.9,147487657.8,1323925.198,188110195.6,102547420.5,9.419269,347835943,1.854133,0.652233,108.013323,56.534307,0.072534,-0.539927,40448455.05,53694431.25,0.747136,584665390.5,39.318404,63.270464,63588754.84,974009974.7,3.673864,13.2,6415657.828,46559281.34,140977860.9,3813382.736,309314.352,5853064.333,2.801523,4.697889,15.2,4.07246,555122.1342,1283579.847,5.472403,251037.735,38.429465,679893.8656,142925644.7,16.065006,1.641375,580546429.1,32873.98911,57.012991,5473519.186,1.341921,35.463659,0.652233,18076958.33,34.306968,6201976.899,115.919097,91264,1.631019,82.379502,1218579.005,7933838.416,393463545.6,5.872289,6.145348,1.651406,10.870122,173210807.2,42.629332,1.605822,3
7,855998330.9,800027376,55970955,299440948.3,576393846.6,110575398,184542.6207,92354242.44,82410607.87,1.35387,273639349.6,0.571191,0.360332,130.143069,48.869343,0.030981,-0.815602,47155495.96,58542597.51,0.747136,420291709.3,37.965432,55.954649,36135238.25,745515577.8,5.027083,20.1,5491450.453,52290562.49,104481755.9,1514444.907,1044496.29,3947120.101,2.91513,3.829652,22.6,4.525429,776274.4246,1264154.308,5.802459,0,61.345853,-862195.0779,192333756.1,21.56084,-0.828058,418320764.2,56035.2087,57.346459,3728956.355,1.407848,44.214572,0.360332,79035046.9,30.326628,77210540.5,101.684324,47366,1.924715,72.575508,156151.4483,6122033.335,327194813.6,7.049827,7.250551,-0.820535,14.836604,94690537.07,22.791859,1.920113,4
8,748159354.6,729810283.9,18349070.75,236755418.6,376502853.8,78975689.49,0,129371099.6,129986366.8,0,208962056.3,-0.063446,0,0,32.404153,0,0,0,0,1.090312,242434701.9,45.877475,55.125234,0,460917162.2,0,0,0,0,63286121.88,0,878877.2256,0,0,0,0,0,0,0,0,0,0,0,0,0,8.441964,242434701.9,0,54.122525,0,0,37.985372,0,0,0,107384318.9,98.344214,0,0,64.391199,0,0,218482460.3,2.569463,4.549651,8.441964,14.040333,0,0,0,4
9,688852774.8,651564705.5,37288069.28,300466019,499496356.1,87355901.82,322762.8021,70062689.28,61561774.55,3.446007,199450974.7,-2.289749,0.363354,162.667353,57.625942,0.032827,-2.438487,27381791.52,36643290.81,0.747136,399318104.3,33.071442,63.306409,43088834.08,630198106.8,3.117173,13.2,5271045.299,31074885.34,81889106.86,1450938.337,615640.1596,4398390.315,3.297353,4.5916,15.6,4.847548,573053.401,1700481.8,5.197548,743400.4354,63.076923,608915.9346,166367787.5,15.841898,0.501081,396957901.3,7471.36116,64.23593,4210859.15,1.374366,32.919627,0.367269,44806500.01,34.169314,16729124.77,103.076092,49530,1.730675,79.471631,262244.7767,5175411.876,233240205.6,5.771272,6.206677,0.514359,10.770629,118071414.7,45.961895,1.726079,2
